GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P009001,P009001.2000,P009002,P009002.2000,P009003,P009003.2000,P009004,P009004.2000,P009005,P009005.2000,P009006,P009006.2000,P009007,P009007.2000,P009008,P009008.2000,P009009,P009009.2000,P009010,P009010.2000,P009011,P009011.2000,P009012,P009012.2000,P009013,P009013.2000,P009014,P009014.2000,P009015,P009015.2000,P009016,P009016.2000,P009017,P009017.2000,P009018,P009018.2000,P009019,P009019.2000,P009020,P009020.2000,P009021,P009021.2000,P009022,P009022.2000,P009023,P009023.2000,P009024,P009024.2000,P009025,P009025.2000,P009026,P009026.2000,P009027,P009027.2000,P009028,P009028.2000,P009029,P009029.2000,P009030,P009030.2000,P009031,P009031.2000,P009032,P009032.2000,P009033,P009033.2000,P009034,P009034.2000,P009035,P009035.2000,P009036,P009036.2000,P009037,P009037.2000,P009038,P009038.2000,P009039,P009039.2000,P009040,P009040.2000,P009041,P009041.2000,P009042,P009042.2000,P009043,P009043.2000,P009044,P009044.2000,P009045,P009045.2000,P009046,P009046.2000,P009047,P009047.2000,P009048,P009048.2000,P009049,P009049.2000,P009050,P009050.2000,P009051,P009051.2000,P009052,P009052.2000,P009053,P009053.2000,P009054,P009054.2000,P009055,P009055.2000,P009056,P009056.2000,P009057,P009057.2000,P009058,P009058.2000,P009059,P009059.2000,P009060,P009060.2000,P009061,P009061.2000,P009062,P009062.2000,P009063,P009063.2000,P009064,P009064.2000,P009065,P009065.2000,P009066,P009066.2000,P009067,P009067.2000,P009068,P009068.2000,P009069,P009069.2000,P009070,P009070.2000,P009071,P009071.2000,P009072,P009072.2000,P009073,P009073.2000
17077010100,140,17,077,16060,166,,,Census Tract 101,3539,1496,3336,1350,3539,3336,36,33,3503,3303,3482,3283,3464,3150,4,121,5,3,9,7,0,0,0,2,21,20,18,17,9,1,8,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17077010300,140,17,077,16060,166,,,Census Tract 103,3115,1430,3269,1415,3115,3269,38,26,3077,3243,3048,3217,3037,3194,2,8,4,14,4,0,0,0,1,1,29,26,28,25,8,2,14,19,1,3,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17077010400,140,17,077,16060,166,,,Census Tract 104,4627,2067,4530,1886,4627,4530,95,56,4532,4474,4481,4436,4266,4272,163,124,13,22,34,16,3,2,2,0,51,38,40,34,16,3,18,23,0,2,0,2,1,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4,8,0,0,1,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17077010700,140,17,077,16060,166,,,Census Tract 107,3400,1767,8268,1891,3400,8268,115,273,3285,7995,3179,7836,2423,6060,723,1642,14,13,15,109,1,6,3,6,106,159,101,138,52,40,36,31,7,31,0,0,0,12,3,17,0,2,0,1,1,1,0,1,0,0,0,0,2,2,0,0,0,0,5,19,5,10,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17077010800,140,17,077,16060,166,,,Census Tract 108,3910,2011,3946,2202,3910,3946,375,211,3535,3735,3395,3666,2635,2934,668,644,11,11,68,66,2,4,11,7,140,69,128,67,51,20,25,18,27,11,2,1,1,4,19,8,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,12,2,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17077011000,140,17,077,16060,166,,,Census Tract 110,6121,3133,5714,2767,6121,5714,187,126,5934,5588,5774,5495,4667,4658,720,491,11,5,360,323,2,5,14,13,160,93,148,91,60,23,12,9,55,44,0,0,1,6,16,1,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,6,0,0,12,2,2,2,4,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17077011100,140,17,077,16060,166,,,Census Tract 111,3177,1948,3299,1892,3177,3299,149,92,3028,3207,2952,3139,2263,2410,383,297,12,5,282,418,0,0,12,9,76,68,65,67,20,9,9,12,20,15,2,0,2,21,0,1,0,0,0,0,9,1,2,1,0,0,0,0,0,3,1,4,0,0,11,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17079977400,140,17,079,99999,999,,,Census Tract 9774,2896,1401,3145,1527,2896,3145,34,18,2862,3127,2838,3114,2825,3100,3,3,1,0,7,6,1,0,1,5,24,13,23,10,9,0,7,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17081050100,140,17,081,34500,999,,,Census Tract 501,4181,1844,4427,1867,4181,4427,51,26,4130,4401,4079,4368,4029,4311,22,22,6,12,22,19,0,0,0,4,51,33,49,32,15,4,13,16,16,9,0,0,2,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17081050200,140,17,081,34500,999,,,Census Tract 502,3120,1301,3149,1255,3120,3149,25,28,3095,3121,3073,3115,3052,3105,6,2,6,6,4,2,0,0,5,0,22,6,22,6,5,0,13,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17081050800,140,17,081,34500,999,,,Census Tract 508,4231,1868,4021,1679,4231,4021,56,21,4175,4000,4146,3954,4086,3926,29,16,8,2,13,7,0,0,10,3,29,46,26,46,16,3,6,31,3,6,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17081051000,140,17,081,34500,999,,,Census Tract 510,1446,768,1623,890,1446,1623,41,48,1405,1575,1351,1516,591,810,751,700,1,2,2,4,0,0,6,0,54,59,54,54,44,18,1,22,2,8,3,1,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17083010100,140,17,083,41180,476,,,Census Tract 101,5150,2158,4910,1995,5150,4910,52,31,5098,4879,5033,4855,4987,4834,17,5,17,6,10,10,2,0,0,0,65,24,64,24,27,9,29,8,5,4,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17083010300,140,17,083,41180,476,,,Census Tract 103,4173,1695,3991,1592,4173,3991,43,37,4130,3954,4080,3909,4025,3842,21,36,12,11,11,14,4,1,7,5,50,45,48,41,8,6,18,25,17,3,2,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,3,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17083010401,140,17,083,41180,476,,,Census Tract 104.01,6363,2800,6001,2505,6363,6001,51,31,6312,5969,6245,5936,6194,5917,12,1,1,5,35,11,0,0,3,0,67,33,64,32,24,3,28,22,12,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17085020100,140,17,085,99999,999,,,Census Tract 201,4419,2761,4446,4185,4419,4446,51,42,4368,4404,4339,4396,4314,4376,15,10,5,5,5,5,0,0,0,0,29,8,27,8,14,3,4,3,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17085020402,140,17,085,99999,999,,,Census Tract 204.02,3102,1840,2826,1495,3102,2826,67,33,3035,2792,2989,2773,2969,2759,12,6,2,2,6,3,0,0,0,1,46,19,45,19,9,0,26,17,4,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17087977700,140,17,087,99999,999,,,Census Tract 9777,2979,1335,2514,1180,2979,2514,51,21,2928,2493,2918,2485,2909,2478,7,1,2,4,0,2,0,0,0,0,10,8,10,8,1,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089850202,140,17,089,16980,176,,,Census Tract 8502.02,6977,1746,7135,1743,6977,7135,5525,4341,1452,2794,1392,2741,1091,2363,231,257,9,7,58,110,0,2,3,2,60,53,56,50,35,14,11,10,6,13,0,0,0,9,0,3,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089850400,140,17,089,16980,176,,,Census Tract 8504,2305,1061,2388,987,2305,2388,177,101,2128,2287,2103,2267,2028,2231,39,13,2,3,34,20,0,0,0,0,25,20,25,18,12,5,5,0,7,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089850800,140,17,089,16980,176,,,Census Tract 8508,7184,2248,6699,2264,7184,6699,4051,2617,3133,4082,3060,4011,2686,3692,270,239,15,14,84,62,1,0,4,4,73,71,68,64,39,34,6,9,16,8,0,0,2,7,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,2,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089851600,140,17,089,16980,176,,,Census Tract 8516,6771,2384,6552,2400,6771,6552,3539,2295,3232,4257,3121,4187,2430,3649,569,423,13,8,103,107,0,0,6,0,111,70,105,69,58,23,11,23,14,11,0,0,5,0,7,5,3,0,0,1,3,2,0,1,0,0,0,0,2,0,2,3,0,0,6,1,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089851801,140,17,089,16980,176,,,Census Tract 8518.01,7526,2674,7209,2460,7526,7209,1386,891,6140,6317,6008,6226,5481,5742,205,172,7,7,309,303,1,0,5,2,132,91,129,87,46,16,22,13,44,26,0,3,4,9,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,7,10,8,0,0,3,4,2,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089851905,140,17,089,16980,176,,,Census Tract 8519.05,11676,4414,6754,2521,11676,6754,1211,748,10465,6005,10292,5900,8542,5218,347,285,16,8,1374,383,4,1,9,3,173,104,172,104,38,30,12,5,67,32,3,0,0,13,2,0,8,0,0,0,4,3,1,1,0,0,0,0,0,2,33,11,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089851909,140,17,089,16980,176,,,Census Tract 8519.09,4153,1672,4293,1590,4153,4293,979,536,3174,3756,3136,3707,2802,3331,147,163,3,3,178,204,1,1,5,3,38,49,35,49,12,10,7,10,12,14,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089852001,140,17,089,16980,176,,,Census Tract 8520.01,4278,1707,4654,1594,4278,4654,465,333,3813,4321,3783,4301,3616,4001,62,200,4,10,94,87,6,0,1,0,30,19,30,19,4,0,13,15,7,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089852003,140,17,089,16980,176,,,Census Tract 8520.03,7926,3200,7438,2670,7926,7438,259,133,7667,7305,7598,7277,7249,7076,51,31,11,4,278,166,1,0,8,0,69,28,67,27,11,5,9,3,33,12,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089852300,140,17,089,16980,176,,,Census Tract 8523,2002,1069,1781,975,2002,1781,172,93,1830,1688,1813,1672,1731,1626,31,19,2,0,49,24,0,0,0,3,17,16,17,14,7,3,3,2,7,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089853007,140,17,089,16980,176,,,Census Tract 8530.07,5440,1895,4718,1620,5440,4718,2759,1525,2681,3192,2595,3110,1377,2039,935,947,4,7,265,106,4,0,10,8,86,82,81,79,41,37,3,9,27,11,0,2,2,11,1,3,0,2,1,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,5,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089853400,140,17,089,16980,176,,,Census Tract 8534,9809,2514,7784,1835,9809,7784,8798,6664,1011,1120,952,1070,527,593,378,442,5,8,32,26,1,0,9,1,59,50,57,50,47,17,3,3,5,1,0,0,1,9,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089853600,140,17,089,16980,176,,,Census Tract 8536,8837,2577,7291,1963,8837,7291,7390,5222,1447,2069,1406,2013,556,1001,805,977,9,7,32,20,3,3,1,5,41,56,41,45,20,21,3,6,5,0,0,0,3,12,8,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089854200,140,17,089,16980,176,,,Census Tract 8542,6094,1714,4474,1367,6094,4474,4331,2487,1763,1987,1716,1955,1344,1726,341,205,7,13,14,6,0,4,10,1,47,32,47,32,25,18,12,1,5,2,2,0,0,3,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089854501,140,17,089,16980,176,,,Census Tract 8545.01,15186,5019,6297,2177,15186,6297,994,176,14192,6121,13991,6048,13285,5985,151,12,16,6,526,39,2,0,11,5,201,72,191,66,29,8,18,17,129,34,4,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,0,0,10,6,0,2,0,0,0,0,1,0,5,1,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089854600,140,17,089,16980,176,,,Census Tract 8546,3748,1416,3953,1282,3748,3953,2219,2491,1529,1462,1478,1412,851,823,535,435,2,3,86,143,1,0,3,8,51,50,44,48,29,16,6,4,3,6,0,0,0,11,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,7,2,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17091010400,140,17,091,28100,176,,,Census Tract 104,4982,1907,4588,1664,4982,4588,138,36,4844,4552,4797,4528,4754,4496,16,11,4,2,22,19,0,0,1,0,47,24,44,22,22,6,10,7,11,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17091010500,140,17,091,28100,176,,,Census Tract 105,7142,2682,6031,2402,7142,6031,254,104,6888,5927,6776,5879,6223,5529,343,109,6,8,186,224,6,0,12,9,112,48,108,45,46,6,22,5,27,26,1,0,3,5,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17091010601,140,17,091,28100,176,,,Census Tract 106.01,5406,1871,4110,1422,5406,4110,216,110,5190,3999,5101,3956,4686,3788,261,102,10,2,137,58,0,0,7,3,89,42,80,40,30,11,24,17,14,6,1,0,0,3,1,0,5,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,6,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17091010602,140,17,091,28100,176,,,Census Tract 106.02,5822,2359,4425,1794,5822,4425,399,118,5423,4307,5341,4261,4884,4080,339,110,6,3,104,62,2,1,6,3,82,46,78,43,44,11,17,18,9,7,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,2,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
