GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P008001,P008001.2000,P008002,P008002.2000,P008003,P008003.2000,P008004,P008004.2000,P008005,P008005.2000,P008006,P008006.2000,P008007,P008007.2000,P008008,P008008.2000,P008009,P008009.2000,P008010,P008010.2000,P008011,P008011.2000,P008012,P008012.2000,P008013,P008013.2000,P008014,P008014.2000,P008015,P008015.2000,P008016,P008016.2000,P008017,P008017.2000,P008018,P008018.2000,P008019,P008019.2000,P008020,P008020.2000,P008021,P008021.2000,P008022,P008022.2000,P008023,P008023.2000,P008024,P008024.2000,P008025,P008025.2000,P008026,P008026.2000,P008027,P008027.2000,P008028,P008028.2000,P008029,P008029.2000,P008030,P008030.2000,P008031,P008031.2000,P008032,P008032.2000,P008033,P008033.2000,P008034,P008034.2000,P008035,P008035.2000,P008036,P008036.2000,P008037,P008037.2000,P008038,P008038.2000,P008039,P008039.2000,P008040,P008040.2000,P008041,P008041.2000,P008042,P008042.2000,P008043,P008043.2000,P008044,P008044.2000,P008045,P008045.2000,P008046,P008046.2000,P008047,P008047.2000,P008048,P008048.2000,P008049,P008049.2000,P008050,P008050.2000,P008051,P008051.2000,P008052,P008052.2000,P008053,P008053.2000,P008054,P008054.2000,P008055,P008055.2000,P008056,P008056.2000,P008057,P008057.2000,P008058,P008058.2000,P008059,P008059.2000,P008060,P008060.2000,P008061,P008061.2000,P008062,P008062.2000,P008063,P008063.2000,P008064,P008064.2000,P008065,P008065.2000,P008066,P008066.2000,P008067,P008067.2000,P008068,P008068.2000,P008069,P008069.2000,P008070,P008070.2000,P008071,P008071.2000
17031050900,140,17,031,16980,176,,,Census Tract 509,1391,724,1472,749,1391,1472,1342,1435,1167,1152,26,20,0,11,73,95,0,0,76,157,49,37,45,35,6,6,5,1,10,6,0,2,23,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031051000,140,17,031,16980,176,,,Census Tract 510,1503,779,1384,687,1503,1384,1466,1350,1289,1029,31,18,8,12,57,33,0,2,81,256,37,34,35,31,4,3,2,5,16,5,0,0,12,13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031051100,140,17,031,16980,176,,,Census Tract 511,1556,743,1451,720,1556,1451,1506,1424,1367,1195,32,34,0,16,58,48,1,0,48,131,50,27,49,27,15,6,2,1,18,5,1,0,5,12,1,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031060300,140,17,031,16980,176,,,Census Tract 603,2839,1408,2847,1429,2839,2847,2790,2767,2509,2390,49,40,8,8,153,142,1,1,70,186,49,80,48,75,2,21,3,2,31,14,2,1,5,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031060400,140,17,031,16980,176,,,Census Tract 604,3370,1675,3191,1676,3370,3191,3318,3126,3036,2743,51,63,5,12,130,109,4,1,92,198,52,65,52,60,11,8,4,2,22,11,4,0,8,33,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,2,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031060900,140,17,031,16980,176,,,Census Tract 609,6867,5219,6992,5183,6867,6992,6723,6831,5421,5550,579,646,16,15,487,425,6,1,214,194,144,161,137,154,22,23,17,15,47,38,0,1,19,41,5,8,6,4,0,0,9,12,0,2,0,0,0,0,2,2,10,8,0,0,7,7,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031061902,140,17,031,16980,176,,,Census Tract 619.02,4240,3361,4610,3396,4240,4610,4135,4503,3616,3842,158,198,7,21,292,329,2,2,60,108,105,107,100,97,24,7,13,7,35,19,0,2,14,44,7,1,3,3,1,0,1,2,0,0,0,0,0,1,1,0,0,6,1,0,5,8,3,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031062400,140,17,031,16980,176,,,Census Tract 624,1421,805,1357,708,1421,1357,1396,1337,1306,1249,20,17,3,0,49,44,0,0,18,27,25,20,22,20,9,2,0,1,11,4,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031062800,140,17,031,16980,176,,,Census Tract 628,3506,1719,3192,1680,3506,3192,3448,3155,3188,2895,63,72,3,13,131,80,0,0,63,95,58,37,56,35,9,2,5,10,30,4,1,0,6,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,8,4,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031063100,140,17,031,16980,176,,,Census Tract 631,2173,1453,2282,1490,2173,2282,2112,2250,1883,1941,45,84,7,10,122,121,4,2,51,92,61,32,58,30,10,2,9,1,27,11,1,0,5,9,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,4,2,0,0,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031063400,140,17,031,16980,176,,,Census Tract 634,2180,1357,2076,1336,2180,2076,2114,2034,1874,1763,90,93,5,5,111,105,5,6,29,62,66,42,60,38,18,1,8,2,19,15,1,0,11,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031070101,140,17,031,16980,176,,,Census Tract 701.01,3796,2967,3933,2951,3796,3933,3706,3868,3321,3478,77,93,4,6,263,238,1,3,40,47,90,65,85,59,12,2,6,4,49,25,0,1,6,11,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,10,5,0,0,5,5,1,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031070300,140,17,031,16980,176,,,Census Tract 703,3367,1903,3164,1836,3367,3164,3278,3091,3025,2852,53,39,4,1,166,100,1,3,29,96,89,73,86,69,5,6,18,11,42,31,0,0,8,16,1,0,2,0,0,1,1,1,1,0,0,0,0,0,1,0,6,3,1,0,3,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031070700,140,17,031,16980,176,,,Census Tract 707,3481,2077,2706,1497,3481,2706,3397,2625,2766,1703,212,603,10,15,243,46,0,0,166,258,84,81,78,80,12,13,3,4,40,2,0,1,14,45,7,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,10,0,0,6,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031071000,140,17,031,16980,176,,,Census Tract 710,4442,1266,4155,1362,4442,4155,4344,4095,3809,3601,214,211,3,9,195,173,2,1,121,100,98,60,95,56,17,7,8,1,45,22,3,0,9,14,6,2,1,1,0,0,1,0,1,1,0,0,0,0,0,5,4,2,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031071300,140,17,031,16980,176,,,Census Tract 713,3513,2045,3754,2271,3513,3754,3454,3698,3148,3415,54,101,3,9,204,143,0,2,45,28,59,56,57,50,7,3,14,6,29,17,0,0,5,15,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031071600,140,17,031,16980,176,,,Census Tract 716,1783,834,1927,969,1783,1927,1737,1899,1543,1690,101,141,3,8,69,40,1,0,20,20,46,28,43,27,1,2,9,5,21,17,0,0,6,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031071700,140,17,031,16980,176,,,Census Tract 717,1652,783,1621,835,1652,1621,1602,1580,1330,1304,195,210,3,0,64,51,0,0,10,15,50,41,40,34,13,6,0,0,17,6,0,0,2,6,5,5,0,2,0,0,0,2,1,0,0,0,0,5,0,2,2,0,0,0,7,6,2,1,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031080201,140,17,031,16980,176,,,Census Tract 802.01,3287,2694,3490,2728,3287,3490,3235,3437,2941,3099,109,147,2,2,144,163,0,0,39,22,52,53,43,50,1,6,1,3,19,13,1,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,7,2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031080400,140,17,031,16980,176,,,Census Tract 804,4317,2089,4492,1926,4317,4492,4241,4415,1545,967,2568,3332,4,4,94,62,1,2,29,48,76,77,69,63,17,12,2,1,25,6,0,0,9,7,6,24,2,1,0,0,6,10,0,0,0,0,0,0,2,0,0,2,0,0,7,14,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031081600,140,17,031,16980,176,,,Census Tract 816,3545,3115,2001,1726,3545,2001,3482,1968,2811,1588,125,171,4,6,481,174,1,1,60,28,63,33,56,32,7,5,4,12,32,6,1,0,2,7,1,0,1,0,0,0,0,1,2,0,0,0,0,0,3,1,3,0,0,0,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031100300,140,17,031,16980,176,,,Census Tract 1003,6177,2825,6519,2670,6177,6519,6068,6440,5704,5923,29,255,4,13,218,167,0,8,113,74,109,79,103,73,12,10,30,10,33,25,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,6,6,2,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031110100,140,17,031,16980,176,,,Census Tract 1101,5254,2233,5432,2231,5254,5432,5081,5357,4294,5052,71,13,23,23,382,132,8,2,303,135,173,75,151,72,5,3,21,12,66,15,6,0,33,39,5,1,0,1,1,0,0,0,1,0,0,0,3,0,2,0,6,1,2,0,22,3,7,2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031110400,140,17,031,16980,176,,,Census Tract 1104,4352,1989,4373,1927,4352,4373,4209,4245,3504,3898,56,12,34,12,307,141,1,2,307,178,143,127,141,126,28,8,8,7,42,18,0,0,51,83,0,0,1,0,0,0,5,2,0,0,0,0,2,0,0,0,2,6,2,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031140100,140,17,031,16980,176,,,Census Tract 1401,3729,1269,4758,1237,3729,4758,3559,4387,1808,1833,354,349,22,11,567,1002,2,5,806,1187,170,371,163,364,11,15,3,21,40,45,2,0,65,186,2,1,1,4,1,0,14,50,1,0,0,0,11,1,1,0,11,37,0,4,6,6,1,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031140200,140,17,031,16980,176,,,Census Tract 1402,5965,1907,6827,2086,5965,6827,5656,6360,3086,2561,306,403,40,25,996,1627,1,19,1227,1725,309,467,298,448,48,28,7,4,43,41,0,3,135,238,2,3,5,7,0,0,3,13,8,14,0,0,9,13,1,17,34,66,3,1,10,18,4,1,1,0,0,0,0,4,0,0,1,0,2,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031140601,140,17,031,16980,176,,,Census Tract 1406.01,2786,916,3283,931,2786,3283,2694,3078,1353,1596,65,132,14,13,440,494,10,1,812,838,92,205,88,199,6,11,6,5,9,17,0,0,28,116,3,1,1,4,0,0,0,6,4,2,0,0,1,3,9,3,21,26,0,1,4,5,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031140602,140,17,031,16980,176,,,Census Tract 1406.02,5397,1797,6360,1827,5397,6360,5096,5962,2405,3093,434,257,43,27,555,956,2,3,1657,1625,301,397,293,387,61,21,9,9,43,34,1,1,125,225,0,3,4,8,1,0,17,11,1,3,0,0,8,7,0,6,22,50,1,1,8,10,2,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031140701,140,17,031,16980,176,,,Census Tract 1407.01,2933,1131,3259,1042,2933,3259,2770,3027,1421,1575,137,142,63,25,410,389,0,1,739,892,163,232,160,227,15,6,14,4,30,17,1,0,78,163,0,1,2,2,1,0,3,7,0,0,0,0,2,3,0,0,14,16,0,0,3,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031140702,140,17,031,16980,176,,,Census Tract 1407.02,6187,2122,6876,1955,6187,6876,5900,6386,2872,3324,264,300,54,53,488,820,6,4,2216,1883,287,489,275,479,36,13,22,9,34,36,0,2,146,343,1,3,2,6,0,2,8,15,2,2,1,0,9,8,0,0,13,35,1,1,10,10,1,2,1,0,0,0,0,4,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031150501,140,17,031,16980,176,,,Census Tract 1505.01,3648,1452,3777,1475,3648,3777,3537,3641,2973,3262,20,20,7,5,216,156,1,0,320,196,111,136,106,134,17,2,17,6,25,24,2,1,31,90,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,10,6,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031160501,140,17,031,16980,176,,,Census Tract 1605.01,4188,1480,4776,1437,4188,4776,3895,4501,2060,2446,198,162,74,27,389,434,1,2,1173,1428,293,275,284,270,20,16,57,11,29,5,8,2,117,189,0,2,1,1,0,0,18,12,1,0,0,0,7,8,3,2,19,16,4,0,8,4,2,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17031160601,140,17,031,16980,176,,,Census Tract 1606.01,3490,1461,4017,1382,3490,4017,3274,3729,2195,2081,139,145,17,35,191,320,0,0,732,1146,216,288,200,275,31,14,18,9,43,18,3,0,62,183,1,1,2,0,0,0,13,14,0,0,0,0,6,4,4,4,17,20,0,1,15,8,5,1,5,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031160602,140,17,031,16980,176,,,Census Tract 1606.02,3589,1602,4132,1516,3589,4132,3416,3834,2300,2140,179,149,31,35,276,330,2,0,628,1178,173,297,158,283,15,15,11,10,41,19,0,0,49,189,9,1,4,1,2,0,7,14,3,0,0,0,6,4,1,4,9,21,1,2,15,8,1,1,2,1,0,0,0,5,0,0,0,0,3,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031160700,140,17,031,16980,176,,,Census Tract 1607,5893,2414,6492,2270,5893,6492,5619,5954,3351,3576,213,125,34,23,571,606,8,7,1442,1617,274,538,263,523,34,24,13,18,52,29,2,2,132,392,4,4,5,1,0,0,11,10,0,0,0,0,3,9,0,8,5,25,2,1,11,15,6,0,1,0,1,0,1,5,0,1,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031161000,140,17,031,16980,176,,,Census Tract 1610,1707,872,2025,934,1707,2025,1632,1967,1362,1693,63,30,8,9,47,87,0,6,152,142,75,58,67,58,10,1,13,4,15,18,0,0,27,27,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031161100,140,17,031,16980,176,,,Census Tract 1611,1861,879,1945,711,1861,1945,1792,1905,1486,1634,86,39,14,11,110,54,0,0,96,167,69,40,67,39,13,0,3,2,19,8,0,0,17,20,4,0,0,0,0,0,8,1,0,0,0,0,1,0,1,0,1,8,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031170600,140,17,031,16980,176,,,Census Tract 1706,2498,981,2530,982,2498,2530,2439,2493,2215,2315,4,3,4,5,99,102,0,0,117,68,59,37,56,36,2,0,12,7,17,11,0,0,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031191301,140,17,031,16980,176,,,Census Tract 1913.01,5397,1532,5456,1470,5397,5456,5212,5206,2045,2876,546,385,49,34,142,167,10,5,2420,1736,185,250,179,246,13,3,19,7,3,5,5,0,78,208,2,0,0,1,0,0,9,3,0,0,0,0,15,3,0,2,7,9,28,0,6,3,4,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
